trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
"1.T0.11-SK4-mjp-1.1.H","06:45:00","06:45:00","48578","1","","0","0","0.00"
"1.T0.11-SK4-mjp-1.1.H","06:48:00","06:48:00","45511","2","","0","1","430.69"
"1.T0.11-SK4-mjp-1.1.H","07:26:00","07:26:00","1109","3","","1","0","30474.42"
"1.T0.11-SK4-mjp-1.1.H","07:32:00","07:32:00","1100","4","","1","0","32844.04"
"1.T0.11-SK4-mjp-1.1.H","07:39:00","07:39:00","2517","5","","1","0","34531.72"
"1.T0.11-SK4-mjp-1.1.H","07:42:00","07:42:00","20394","6","","1","0","35465.24"
"1.T0.11-SK4-mjp-1.1.H","07:48:00","07:48:00","1414","7","","1","0","36849.89"
"1.T0.11-SK4-mjp-1.1.H","07:53:00","07:53:00","20400","8","","1","0","37766.67"
"1.T0.11-SK4-mjp-1.1.H","08:01:00","08:01:00","14948","9","","1","0","42236.71"
"1.T0.11-SK4-mjp-1.1.H","08:07:00","08:07:00","20988","10","","1","0","45490.62"
"1.T0.11-SK4-mjp-1.1.H","08:14:00","08:14:00","9349","11","","1","0","48939.75"
"1.T0.11-SK4-mjp-1.1.H","08:21:00","08:21:00","18695","12","","1","0","52562.41"
"1.T0.11-SK4-mjp-1.1.H","08:30:00","08:30:00","42273","13","","1","0","58425.45"
"1.T0.11-SK4-mjp-1.1.H","08:40:00","08:40:00","48784","14","","1","0","68759.63"
"1.T0.11-SK4-mjp-1.1.H","08:43:00","08:43:00","21220","15","","0","0","69746.85"
"1.T0.11-Ska-mjp-1.1.H","10:20:00","10:20:00","40272","1","","0","0","0.00"
"1.T0.11-Ska-mjp-1.1.H","10:50:00","10:50:00","5184","2","","1","0","24143.89"
"1.T0.11-Ska-mjp-1.1.H","11:30:00","11:30:00","23175","3","","0","0","54328.34"
"1.T0.11-SKY-mjp-1.1.H","04:00:00","04:00:00","48578","1","","0","0","0.00"
"1.T0.11-SKY-mjp-1.1.H","04:03:00","04:03:00","45513","2","","0","1","173.04"
"1.T0.11-SKY-mjp-1.1.H","04:06:00","04:06:00","45511","3","","0","1","430.69"
"1.T0.11-SKY-mjp-1.1.H","04:29:00","04:29:00","23175","4","","0","0","22642.08"
"1.T2.11-SK4-mjp-1.1.H","06:00:00","06:00:00","48578","1","","0","0","0.00"
"1.T2.11-SK4-mjp-1.1.H","06:03:00","06:03:00","45511","2","","0","1","430.69"
"1.T2.11-SK4-mjp-1.1.H","06:36:00","06:36:00","1109","3","","1","0","30474.42"
"1.T2.11-SK4-mjp-1.1.H","06:42:00","06:42:00","1100","4","","1","0","32844.04"
"1.T2.11-SK4-mjp-1.1.H","06:49:00","06:49:00","2517","5","","1","0","34531.72"
"1.T2.11-SK4-mjp-1.1.H","06:52:00","06:52:00","20394","6","","1","0","35465.24"
"1.T2.11-SK4-mjp-1.1.H","06:58:00","06:58:00","1414","7","","1","0","36849.89"
"1.T2.11-SK4-mjp-1.1.H","07:03:00","07:03:00","20400","8","","1","0","37766.67"
"1.T2.11-SK4-mjp-1.1.H","07:10:00","07:10:00","14948","9","","1","0","42236.71"
"1.T2.11-SK4-mjp-1.1.H","07:16:00","07:16:00","20988","10","","1","0","45490.62"
"1.T2.11-SK4-mjp-1.1.H","07:23:00","07:23:00","9349","11","","1","0","48939.75"
"1.T2.11-SK4-mjp-1.1.H","07:30:00","07:30:00","18695","12","","1","0","52562.41"
"1.T2.11-SK4-mjp-1.1.H","07:38:00","07:38:00","42273","13","","1","0","58425.45"
"1.T2.11-SK4-mjp-1.1.H","07:49:00","07:49:00","48784","14","","1","0","68759.63"
"1.T2.11-SK4-mjp-1.1.H","07:52:00","07:52:00","21220","15","","0","0","69746.85"
"1.T2.11-Ska-mjp-1.1.H","10:20:00","10:20:00","40272","1","","0","0","0.00"
"1.T2.11-Ska-mjp-1.1.H","10:50:00","10:50:00","5184","2","","1","0","24143.89"
"1.T2.11-Ska-mjp-1.1.H","11:30:00","11:30:00","23175","3","","0","0","54328.34"
"1.T2.11-SKY-mjp-1.1.H","04:00:00","04:00:00","48578","1","","0","0","0.00"
"1.T2.11-SKY-mjp-1.1.H","04:03:00","04:03:00","45513","2","","0","1","173.04"
"1.T2.11-SKY-mjp-1.1.H","04:06:00","04:06:00","45511","3","","0","1","430.69"
"1.T2.11-SKY-mjp-1.1.H","04:29:00","04:29:00","23175","4","","0","0","22642.08"
"1.T3.11-SK4-mjp-1.1.H","06:00:00","06:00:00","48578","1","","0","0","0.00"
"1.T3.11-SK4-mjp-1.1.H","06:03:00","06:03:00","45511","2","","0","1","430.69"
"1.T3.11-SK4-mjp-1.1.H","06:36:00","06:36:00","1109","3","","1","0","30474.42"
"1.T3.11-SK4-mjp-1.1.H","06:42:00","06:42:00","1100","4","","1","0","32844.04"
"1.T3.11-SK4-mjp-1.1.H","06:49:00","06:49:00","2517","5","","1","0","34531.72"
"1.T3.11-SK4-mjp-1.1.H","06:52:00","06:52:00","20394","6","","1","0","35465.24"
"1.T3.11-SK4-mjp-1.1.H","06:58:00","06:58:00","1414","7","","1","0","36849.89"
"1.T3.11-SK4-mjp-1.1.H","07:03:00","07:03:00","20400","8","","1","0","37766.67"
"1.T3.11-SK4-mjp-1.1.H","07:10:00","07:10:00","14948","9","","1","0","42236.71"
"1.T3.11-SK4-mjp-1.1.H","07:16:00","07:16:00","20988","10","","1","0","45490.62"
"1.T3.11-SK4-mjp-1.1.H","07:23:00","07:23:00","9349","11","","1","0","48939.75"
"1.T3.11-SK4-mjp-1.1.H","07:30:00","07:30:00","18695","12","","1","0","52562.41"
"1.T3.11-SK4-mjp-1.1.H","07:38:00","07:38:00","42273","13","","1","0","58425.45"
"1.T3.11-SK4-mjp-1.1.H","07:49:00","07:49:00","48784","14","","1","0","68759.63"
"1.T3.11-SK4-mjp-1.1.H","07:52:00","07:52:00","21220","15","","0","0","69746.85"
"1.T3.11-Ska-mjp-1.1.H","10:20:00","10:20:00","40272","1","","0","0","0.00"
"1.T3.11-Ska-mjp-1.1.H","10:50:00","10:50:00","5184","2","","1","0","24143.89"
"1.T3.11-Ska-mjp-1.1.H","11:30:00","11:30:00","23175","3","","0","0","54328.34"
"1.T3.11-SKY-mjp-1.1.H","04:00:00","04:00:00","48578","1","","0","0","0.00"
"1.T3.11-SKY-mjp-1.1.H","04:03:00","04:03:00","45513","2","","0","1","173.04"
"1.T3.11-SKY-mjp-1.1.H","04:06:00","04:06:00","45511","3","","0","1","430.69"
"1.T3.11-SKY-mjp-1.1.H","04:29:00","04:29:00","23175","4","","0","0","22642.08"
"1.UI.11-SK4-mjp-1.1.H","06:00:00","06:00:00","48578","1","","0","0","0.00"
"1.UI.11-SK4-mjp-1.1.H","06:03:00","06:03:00","45511","2","","0","1","430.69"
"1.UI.11-SK4-mjp-1.1.H","06:36:00","06:36:00","1109","3","","1","0","30474.42"
"1.UI.11-SK4-mjp-1.1.H","06:42:00","06:42:00","1100","4","","1","0","32844.04"
"1.UI.11-SK4-mjp-1.1.H","06:49:00","06:49:00","2517","5","","1","0","34531.72"
"1.UI.11-SK4-mjp-1.1.H","06:52:00","06:52:00","20394","6","","1","0","35465.24"
"1.UI.11-SK4-mjp-1.1.H","06:58:00","06:58:00","1414","7","","1","0","36849.89"
"1.UI.11-SK4-mjp-1.1.H","07:03:00","07:03:00","20400","8","","1","0","37766.67"
"1.UI.11-SK4-mjp-1.1.H","07:10:00","07:10:00","14948","9","","1","0","42236.71"
"1.UI.11-SK4-mjp-1.1.H","07:16:00","07:16:00","20988","10","","1","0","45490.62"
"1.UI.11-SK4-mjp-1.1.H","07:23:00","07:23:00","9349","11","","1","0","48939.75"
"1.UI.11-SK4-mjp-1.1.H","07:30:00","07:30:00","18695","12","","1","0","52562.41"
"1.UI.11-SK4-mjp-1.1.H","07:38:00","07:38:00","42273","13","","1","0","58425.45"
"1.UI.11-SK4-mjp-1.1.H","07:49:00","07:49:00","48784","14","","1","0","68759.63"
"1.UI.11-SK4-mjp-1.1.H","07:52:00","07:52:00","21220","15","","0","0","69746.85"
"1.UI.11-Ska-mjp-1.1.H","10:20:00","10:20:00","40272","1","","0","0","0.00"
"1.UI.11-Ska-mjp-1.1.H","10:50:00","10:50:00","5184","2","","1","0","24143.89"
"1.UI.11-Ska-mjp-1.1.H","11:30:00","11:30:00","23175","3","","0","0","54328.34"
"1.UI.11-SKY-mjp-1.1.H","04:00:00","04:00:00","48578","1","","0","0","0.00"
"1.UI.11-SKY-mjp-1.1.H","04:03:00","04:03:00","45513","2","","0","1","173.04"
"1.UI.11-SKY-mjp-1.1.H","04:06:00","04:06:00","45511","3","","0","1","430.69"
"1.UI.11-SKY-mjp-1.1.H","04:29:00","04:29:00","23175","4","","0","0","22642.08"
"1.UL.11-SK4-mjp-1.1.H","06:00:00","06:00:00","48578","1","","0","0","0.00"
"1.UL.11-SK4-mjp-1.1.H","06:03:00","06:03:00","45511","2","","0","1","430.69"
"1.UL.11-SK4-mjp-1.1.H","06:36:00","06:36:00","1109","3","","1","0","30474.42"
"1.UL.11-SK4-mjp-1.1.H","06:42:00","06:42:00","1100","4","","1","0","32844.04"
"1.UL.11-SK4-mjp-1.1.H","06:49:00","06:49:00","2517","5","","1","0","34531.72"
"1.UL.11-SK4-mjp-1.1.H","06:52:00","06:52:00","20394","6","","1","0","35465.24"
"1.UL.11-SK4-mjp-1.1.H","06:58:00","06:58:00","1414","7","","1","0","36849.89"
"1.UL.11-SK4-mjp-1.1.H","07:03:00","07:03:00","20400","8","","1","0","37766.67"
"1.UL.11-SK4-mjp-1.1.H","07:10:00","07:10:00","14948","9","","1","0","42236.71"
"1.UL.11-SK4-mjp-1.1.H","07:16:00","07:16:00","20988","10","","1","0","45490.62"
"1.UL.11-SK4-mjp-1.1.H","07:23:00","07:23:00","9349","11","","1","0","48939.75"
"1.UL.11-SK4-mjp-1.1.H","07:30:00","07:30:00","18695","12","","1","0","52562.41"
"1.UL.11-SK4-mjp-1.1.H","07:38:00","07:38:00","42273","13","","1","0","58425.45"
"1.UL.11-SK4-mjp-1.1.H","07:49:00","07:49:00","48784","14","","1","0","68759.63"
"1.UL.11-SK4-mjp-1.1.H","07:52:00","07:52:00","21220","15","","0","0","69746.85"
"1.UL.11-Ska-mjp-1.1.H","10:20:00","10:20:00","40272","1","","0","0","0.00"
"1.UL.11-Ska-mjp-1.1.H","10:50:00","10:50:00","5184","2","","1","0","24143.89"
"1.UL.11-Ska-mjp-1.1.H","11:30:00","11:30:00","23175","3","","0","0","54328.34"
"1.UL.11-SKY-mjp-1.1.H","04:00:00","04:00:00","48578","1","","0","0","0.00"
"1.UL.11-SKY-mjp-1.1.H","04:03:00","04:03:00","45513","2","","0","1","173.04"
"1.UL.11-SKY-mjp-1.1.H","04:06:00","04:06:00","45511","3","","0","1","430.69"
"1.UL.11-SKY-mjp-1.1.H","04:29:00","04:29:00","23175","4","","0","0","22642.08"
"1.UU.11-SK4-mjp-1.1.H","06:00:00","06:00:00","48578","1","","0","0","0.00"
"1.UU.11-SK4-mjp-1.1.H","06:03:00","06:03:00","45511","2","","0","1","430.69"
"1.UU.11-SK4-mjp-1.1.H","06:36:00","06:36:00","1109","3","","1","0","30474.42"
"1.UU.11-SK4-mjp-1.1.H","06:42:00","06:42:00","1100","4","","1","0","32844.04"
"1.UU.11-SK4-mjp-1.1.H","06:49:00","06:49:00","2517","5","","1","0","34531.72"
"1.UU.11-SK4-mjp-1.1.H","06:52:00","06:52:00","20394","6","","1","0","35465.24"
"1.UU.11-SK4-mjp-1.1.H","06:58:00","06:58:00","1414","7","","1","0","36849.89"
"1.UU.11-SK4-mjp-1.1.H","07:03:00","07:03:00","20400","8","","1","0","37766.67"
"1.UU.11-SK4-mjp-1.1.H","07:10:00","07:10:00","14948","9","","1","0","42236.71"
"1.UU.11-SK4-mjp-1.1.H","07:16:00","07:16:00","20988","10","","1","0","45490.62"
"1.UU.11-SK4-mjp-1.1.H","07:23:00","07:23:00","9349","11","","1","0","48939.75"
"1.UU.11-SK4-mjp-1.1.H","07:30:00","07:30:00","18695","12","","1","0","52562.41"
"1.UU.11-SK4-mjp-1.1.H","07:38:00","07:38:00","42273","13","","1","0","58425.45"
"1.UU.11-SK4-mjp-1.1.H","07:49:00","07:49:00","48784","14","","1","0","68759.63"
"1.UU.11-SK4-mjp-1.1.H","07:52:00","07:52:00","21220","15","","0","0","69746.85"
"1.UU.11-Ska-mjp-1.1.H","10:20:00","10:20:00","40272","1","","0","0","0.00"
"1.UU.11-Ska-mjp-1.1.H","10:50:00","10:50:00","5184","2","","1","0","24143.89"
"1.UU.11-Ska-mjp-1.1.H","11:30:00","11:30:00","23175","3","","0","0","54328.34"
"1.UU.11-SKY-mjp-1.1.H","04:00:00","04:00:00","48578","1","","0","0","0.00"
"1.UU.11-SKY-mjp-1.1.H","04:03:00","04:03:00","45513","2","","0","1","173.04"
"1.UU.11-SKY-mjp-1.1.H","04:06:00","04:06:00","45511","3","","0","1","430.69"
"1.UU.11-SKY-mjp-1.1.H","04:29:00","04:29:00","23175","4","","0","0","22642.08"
"10.T0.11-SK4-mjp-1.1.H","11:30:00","11:30:00","48578","1","","0","0","0.00"
"10.T0.11-SK4-mjp-1.1.H","11:33:00","11:33:00","45511","2","","0","1","430.69"
"10.T0.11-SK4-mjp-1.1.H","12:15:00","12:15:00","1109","3","","1","0","30474.42"
"10.T0.11-SK4-mjp-1.1.H","12:21:00","12:21:00","1100","4","","1","0","32844.04"
"10.T0.11-SK4-mjp-1.1.H","12:28:00","12:28:00","2517","5","","1","0","34531.72"
"10.T0.11-SK4-mjp-1.1.H","12:31:00","12:31:00","20394","6","","1","0","35465.24"
"10.T0.11-SK4-mjp-1.1.H","12:37:00","12:37:00","1414","7","","1","0","36849.89"
"10.T0.11-SK4-mjp-1.1.H","12:42:00","12:42:00","20400","8","","1","0","37766.67"
"10.T0.11-SK4-mjp-1.1.H","12:50:00","12:50:00","14948","9","","1","0","42236.71"
"10.T0.11-SK4-mjp-1.1.H","12:56:00","12:56:00","20988","10","","1","0","45490.62"
"10.T0.11-SK4-mjp-1.1.H","13:03:00","13:03:00","9349","11","","1","0","48939.75"
"10.T0.11-SK4-mjp-1.1.H","13:10:00","13:10:00","18695","12","","1","0","52562.41"
"10.T0.11-SK4-mjp-1.1.H","13:19:00","13:19:00","42273","13","","1","0","58425.45"
"10.T0.11-SK4-mjp-1.1.H","13:29:00","13:29:00","48784","14","","1","0","68759.63"
"10.T0.11-SK4-mjp-1.1.H","13:32:00","13:32:00","21220","15","","0","0","69746.85"
"10.T0.11-Ska-mjp-1.2.R","14:25:00","14:25:00","23183","1","","0","0","0.00"
"10.T0.11-Ska-mjp-1.2.R","15:05:00","15:05:00","7183","2","","0","1","31446.19"
"10.T0.11-Ska-mjp-1.2.R","15:35:00","15:35:00","40284","3","","0","0","55936.62"
"10.T0.11-SKY-mjp-1.1.H","06:15:00","06:15:00","48578","1","","0","0","0.00"
"10.T0.11-SKY-mjp-1.1.H","06:18:00","06:18:00","45513","2","","0","1","173.04"
"10.T0.11-SKY-mjp-1.1.H","06:21:00","06:21:00","45511","3","","0","1","430.69"
"10.T0.11-SKY-mjp-1.1.H","06:44:00","06:44:00","23175","4","","0","0","22642.08"
"10.T2.11-SK4-mjp-1.2.R","05:00:00","05:00:00","48784","1","","0","0","0.00"
"10.T2.11-SK4-mjp-1.2.R","05:02:00","05:02:00","21220","2","","0","1","987.21"
"10.T2.11-SK4-mjp-1.2.R","05:16:00","05:16:00","48786","3","","0","1","11756.99"
"10.T2.11-SK4-mjp-1.2.R","05:24:00","05:24:00","17507","4","","0","1","17511.92"
"10.T2.11-SK4-mjp-1.2.R","05:29:00","05:29:00","9629","5","","0","1","21095.69"
"10.T2.11-SK4-mjp-1.2.R","05:36:00","05:36:00","20988","6","","0","1","24314.85"
"10.T2.11-SK4-mjp-1.2.R","05:42:00","05:42:00","48787","7","","0","1","27136.77"
"10.T2.11-SK4-mjp-1.2.R","05:49:00","05:49:00","3633","8","","0","1","31924.10"
"10.T2.11-SK4-mjp-1.2.R","05:54:00","05:54:00","3245","9","","0","1","32765.17"
"10.T2.11-SK4-mjp-1.2.R","06:00:00","06:00:00","3749","10","","0","1","34134.66"
"10.T2.11-SK4-mjp-1.2.R","06:03:00","06:03:00","3752","11","","0","1","35087.41"
"10.T2.11-SK4-mjp-1.2.R","06:09:00","06:09:00","901","12","","0","1","36677.51"
"10.T2.11-SK4-mjp-1.2.R","06:16:00","06:16:00","910","13","","0","1","39028.54"
"10.T2.11-SK4-mjp-1.2.R","06:49:00","06:49:00","48578","14","","0","0","70333.92"
"10.T2.11-Ska-mjp-1.2.R","13:40:00","13:40:00","23183","1","","0","0","0.00"
"10.T2.11-Ska-mjp-1.2.R","14:20:00","14:20:00","7183","2","","0","1","31446.19"
"10.T2.11-Ska-mjp-1.2.R","14:50:00","14:50:00","40284","3","","0","0","55936.62"
"10.T2.11-SKY-mjp-1.1.H","06:15:00","06:15:00","48578","1","","0","0","0.00"
"10.T2.11-SKY-mjp-1.1.H","06:18:00","06:18:00","45513","2","","0","1","173.04"
"10.T2.11-SKY-mjp-1.1.H","06:21:00","06:21:00","45511","3","","0","1","430.69"
"10.T2.11-SKY-mjp-1.1.H","06:44:00","06:44:00","23175","4","","0","0","22642.08"
"10.T3.11-SK4-mjp-1.2.R","05:00:00","05:00:00","48784","1","","0","0","0.00"
"10.T3.11-SK4-mjp-1.2.R","05:02:00","05:02:00","21220","2","","0","1","987.21"
"10.T3.11-SK4-mjp-1.2.R","05:16:00","05:16:00","48786","3","","0","1","11756.99"
"10.T3.11-SK4-mjp-1.2.R","05:24:00","05:24:00","17507","4","","0","1","17511.92"
"10.T3.11-SK4-mjp-1.2.R","05:29:00","05:29:00","9629","5","","0","1","21095.69"
"10.T3.11-SK4-mjp-1.2.R","05:36:00","05:36:00","20988","6","","0","1","24314.85"
"10.T3.11-SK4-mjp-1.2.R","05:42:00","05:42:00","48787","7","","0","1","27136.77"
"10.T3.11-SK4-mjp-1.2.R","05:49:00","05:49:00","3633","8","","0","1","31924.10"
"10.T3.11-SK4-mjp-1.2.R","05:54:00","05:54:00","3245","9","","0","1","32765.17"
"10.T3.11-SK4-mjp-1.2.R","06:00:00","06:00:00","3749","10","","0","1","34134.66"
"10.T3.11-SK4-mjp-1.2.R","06:03:00","06:03:00","3752","11","","0","1","35087.41"
"10.T3.11-SK4-mjp-1.2.R","06:09:00","06:09:00","901","12","","0","1","36677.51"
"10.T3.11-SK4-mjp-1.2.R","06:16:00","06:16:00","910","13","","0","1","39028.54"
"10.T3.11-SK4-mjp-1.2.R","06:49:00","06:49:00","48578","14","","0","0","70333.92"
"10.T3.11-Ska-mjp-1.2.R","13:40:00","13:40:00","23183","1","","0","0","0.00"
"10.T3.11-Ska-mjp-1.2.R","14:20:00","14:20:00","7183","2","","0","1","31446.19"
"10.T3.11-Ska-mjp-1.2.R","14:50:00","14:50:00","40284","3","","0","0","55936.62"
"10.T3.11-SKY-mjp-1.1.H","06:15:00","06:15:00","48578","1","","0","0","0.00"
"10.T3.11-SKY-mjp-1.1.H","06:18:00","06:18:00","45513","2","","0","1","173.04"
"10.T3.11-SKY-mjp-1.1.H","06:21:00","06:21:00","45511","3","","0","1","430.69"
"10.T3.11-SKY-mjp-1.1.H","06:44:00","06:44:00","23175","4","","0","0","22642.08"
"10.UI.11-SK4-mjp-1.2.R","05:00:00","05:00:00","48784","1","","0","0","0.00"
"10.UI.11-SK4-mjp-1.2.R","05:02:00","05:02:00","21220","2","","0","1","987.21"
"10.UI.11-SK4-mjp-1.2.R","05:16:00","05:16:00","48786","3","","0","1","11756.99"
"10.UI.11-SK4-mjp-1.2.R","05:24:00","05:24:00","17507","4","","0","1","17511.92"
"10.UI.11-SK4-mjp-1.2.R","05:29:00","05:29:00","9629","5","","0","1","21095.69"
"10.UI.11-SK4-mjp-1.2.R","05:36:00","05:36:00","20988","6","","0","1","24314.85"
"10.UI.11-SK4-mjp-1.2.R","05:42:00","05:42:00","48787","7","","0","1","27136.77"
"10.UI.11-SK4-mjp-1.2.R","05:49:00","05:49:00","3633","8","","0","1","31924.10"
"10.UI.11-SK4-mjp-1.2.R","05:54:00","05:54:00","3245","9","","0","1","32765.17"
"10.UI.11-SK4-mjp-1.2.R","06:00:00","06:00:00","3749","10","","0","1","34134.66"
"10.UI.11-SK4-mjp-1.2.R","06:03:00","06:03:00","3752","11","","0","1","35087.41"
"10.UI.11-SK4-mjp-1.2.R","06:09:00","06:09:00","901","12","","0","1","36677.51"
"10.UI.11-SK4-mjp-1.2.R","06:16:00","06:16:00","910","13","","0","1","39028.54"
"10.UI.11-SK4-mjp-1.2.R","06:49:00","06:49:00","48578","14","","0","0","70333.92"
"10.UI.11-Ska-mjp-1.2.R","13:40:00","13:40:00","23183","1","","0","0","0.00"
"10.UI.11-Ska-mjp-1.2.R","14:20:00","14:20:00","7183","2","","0","1","31446.19"
"10.UI.11-Ska-mjp-1.2.R","14:50:00","14:50:00","40284","3","","0","0","55936.62"
"10.UI.11-SKY-mjp-1.1.H","06:15:00","06:15:00","48578","1","","0","0","0.00"
"10.UI.11-SKY-mjp-1.1.H","06:18:00","06:18:00","45513","2","","0","1","173.04"
"10.UI.11-SKY-mjp-1.1.H","06:21:00","06:21:00","45511","3","","0","1","430.69"
"10.UI.11-SKY-mjp-1.1.H","06:44:00","06:44:00","23175","4","","0","0","22642.08"
"10.UL.11-SK4-mjp-1.2.R","05:00:00","05:00:00","48784","1","","0","0","0.00"
"10.UL.11-SK4-mjp-1.2.R","05:02:00","05:02:00","21220","2","","0","1","987.21"
"10.UL.11-SK4-mjp-1.2.R","05:16:00","05:16:00","48786","3","","0","1","11756.99"
"10.UL.11-SK4-mjp-1.2.R","05:24:00","05:24:00","17507","4","","0","1","17511.92"
"10.UL.11-SK4-mjp-1.2.R","05:29:00","05:29:00","9629","5","","0","1","21095.69"
"10.UL.11-SK4-mjp-1.2.R","05:36:00","05:36:00","20988","6","","0","1","24314.85"
"10.UL.11-SK4-mjp-1.2.R","05:42:00","05:42:00","48787","7","","0","1","27136.77"
"10.UL.11-SK4-mjp-1.2.R","05:49:00","05:49:00","3633","8","","0","1","31924.10"
"10.UL.11-SK4-mjp-1.2.R","05:54:00","05:54:00","3245","9","","0","1","32765.17"
"10.UL.11-SK4-mjp-1.2.R","06:00:00","06:00:00","3749","10","","0","1","34134.66"
"10.UL.11-SK4-mjp-1.2.R","06:03:00","06:03:00","3752","11","","0","1","35087.41"
"10.UL.11-SK4-mjp-1.2.R","06:09:00","06:09:00","901","12","","0","1","36677.51"
"10.UL.11-SK4-mjp-1.2.R","06:16:00","06:16:00","910","13","","0","1","39028.54"
"10.UL.11-SK4-mjp-1.2.R","06:49:00","06:49:00","48578","14","","0","0","70333.92"
"10.UL.11-Ska-mjp-1.2.R","13:40:00","13:40:00","23183","1","","0","0","0.00"
"10.UL.11-Ska-mjp-1.2.R","14:20:00","14:20:00","7183","2","","0","1","31446.19"
"10.UL.11-Ska-mjp-1.2.R","14:50:00","14:50:00","40284","3","","0","0","55936.62"
"10.UL.11-SKY-mjp-1.1.H","06:15:00","06:15:00","48578","1","","0","0","0.00"
"10.UL.11-SKY-mjp-1.1.H","06:18:00","06:18:00","45513","2","","0","1","173.04"
"10.UL.11-SKY-mjp-1.1.H","06:21:00","06:21:00","45511","3","","0","1","430.69"
"10.UL.11-SKY-mjp-1.1.H","06:44:00","06:44:00","23175","4","","0","0","22642.08"
"10.UU.11-SK4-mjp-1.2.R","05:00:00","05:00:00","48784","1","","0","0","0.00"
"10.UU.11-SK4-mjp-1.2.R","05:02:00","05:02:00","21220","2","","0","1","987.21"
"10.UU.11-SK4-mjp-1.2.R","05:16:00","05:16:00","48786","3","","0","1","11756.99"
"10.UU.11-SK4-mjp-1.2.R","05:24:00","05:24:00","17507","4","","0","1","17511.92"
"10.UU.11-SK4-mjp-1.2.R","05:29:00","05:29:00","9629","5","","0","1","21095.69"
"10.UU.11-SK4-mjp-1.2.R","05:36:00","05:36:00","20988","6","","0","1","24314.85"
"10.UU.11-SK4-mjp-1.2.R","05:42:00","05:42:00","48787","7","","0","1","27136.77"
"10.UU.11-SK4-mjp-1.2.R","05:49:00","05:49:00","3633","8","","0","1","31924.10"
"10.UU.11-SK4-mjp-1.2.R","05:54:00","05:54:00","3245","9","","0","1","32765.17"
"10.UU.11-SK4-mjp-1.2.R","06:00:00","06:00:00","3749","10","","0","1","34134.66"
"10.UU.11-SK4-mjp-1.2.R","06:03:00","06:03:00","3752","11","","0","1","35087.41"
"10.UU.11-SK4-mjp-1.2.R","06:09:00","06:09:00","901","12","","0","1","36677.51"
"10.UU.11-SK4-mjp-1.2.R","06:16:00","06:16:00","910","13","","0","1","39028.54"
"10.UU.11-SK4-mjp-1.2.R","06:49:00","06:49:00","48578","14","","0","0","70333.92"
"10.UU.11-Ska-mjp-1.2.R","13:40:00","13:40:00","23183","1","","0","0","0.00"
"10.UU.11-Ska-mjp-1.2.R","14:20:00","14:20:00","7183","2","","0","1","31446.19"
"10.UU.11-Ska-mjp-1.2.R","14:50:00","14:50:00","40284","3","","0","0","55936.62"
"10.UU.11-SKY-mjp-1.1.H","06:15:00","06:15:00","48578","1","","0","0","0.00"
"10.UU.11-SKY-mjp-1.1.H","06:18:00","06:18:00","45513","2","","0","1","173.04"
"10.UU.11-SKY-mjp-1.1.H","06:21:00","06:21:00","45511","3","","0","1","430.69"
"10.UU.11-SKY-mjp-1.1.H","06:44:00","06:44:00","23175","4","","0","0","22642.08"
"100.T0.11-SKY-mjp-1.1.H","07:10:00","07:10:00","48578","1","","0","0","0.00"
"100.T0.11-SKY-mjp-1.1.H","07:13:00","07:13:00","45513","2","","0","1","173.04"
"100.T0.11-SKY-mjp-1.1.H","07:16:00","07:16:00","45511","3","","0","1","430.69"
"100.T0.11-SKY-mjp-1.1.H","07:46:00","07:46:00","23175","4","","0","0","22642.08"
"100.T2.11-SKY-mjp-1.1.H","22:45:00","22:45:00","48578","1","","0","0","0.00"
"100.T2.11-SKY-mjp-1.1.H","22:48:00","22:48:00","45513","2","","0","1","173.04"
"100.T2.11-SKY-mjp-1.1.H","22:51:00","22:51:00","45511","3","","0","1","430.69"
"100.T2.11-SKY-mjp-1.1.H","23:14:00","23:14:00","23175","4","","0","0","22642.08"
"100.T3.11-SKY-mjp-1.1.H","22:45:00","22:45:00","48578","1","","0","0","0.00"
"100.T3.11-SKY-mjp-1.1.H","22:48:00","22:48:00","45513","2","","0","1","173.04"
"100.T3.11-SKY-mjp-1.1.H","22:51:00","22:51:00","45511","3","","0","1","430.69"
"100.T3.11-SKY-mjp-1.1.H","23:14:00","23:14:00","23175","4","","0","0","22642.08"
"100.UI.11-SKY-mjp-1.1.H","07:10:00","07:10:00","48578","1","","0","0","0.00"
"100.UI.11-SKY-mjp-1.1.H","07:13:00","07:13:00","45513","2","","0","1","173.04"
"100.UI.11-SKY-mjp-1.1.H","07:16:00","07:16:00","45511","3","","0","1","430.69"
"100.UI.11-SKY-mjp-1.1.H","07:46:00","07:46:00","23175","4","","0","0","22642.08"
"100.UL.11-SKY-mjp-1.1.H","22:45:00","22:45:00","48578","1","","0","0","0.00"
"100.UL.11-SKY-mjp-1.1.H","22:48:00","22:48:00","45513","2","","0","1","173.04"
"100.UL.11-SKY-mjp-1.1.H","22:51:00","22:51:00","45511","3","","0","1","430.69"
"100.UL.11-SKY-mjp-1.1.H","23:14:00","23:14:00","23175","4","","0","0","22642.08"
"100.UU.11-SKY-mjp-1.1.H","07:10:00","07:10:00","48578","1","","0","0","0.00"
