id,lat,lon,amenity,name
27288796,-37.8843792,145.1455722,hospital,Waverley Private Hospital
206200909,-35.0511403,142.8808925,hospital,Manangatang Hospital
262777337,-37.8526149,145.1649491,hospital,Peter James Centre
429184771,-37.9208228,145.1224428,hospital,Jessie McPherson Private Hospital
489359423,-37.0185154,145.1381959,hospital,Seymour Hospital
597972749,-37.9380359,145.2127203,hospital,Emergency
600761782,-36.7329561,146.9659735,hospital,Bright Hospital
687479687,-38.4860745,142.9764969,hospital,Timboon District Healthcare Service
704426805,-38.2393865,142.9020584,hospital,Terang & Mortlake Health Service
832508110,-38.5454422,143.9804248,hospital,Lorne Community Hospital
945024594,-37.4200877,143.8917602,hospital,Creswick Hospital and Nursing Home
1257803645,-37.5995317,144.2224358,hospital,Ballan District Health and Care
1279003446,-37.7558954,145.0609462,hospital,Mercy Hospital for Women
1313697291,-37.8568969,145.0940058,hospital,Delmont Private Hospital
1518791350,-37.9763185,146.784229,hospital,Heyfield Hospital
1901522484,-37.558366,149.7534583,hospital,Mallacoota Medical Centre
2059452529,-37.7994568,144.9564192,hospital,Royal Melbourne Hospital
2375823214,-37.8843032,144.7324904,hospital,Boardwalk Health MedicalCentre
2405949093,-37.9219043,145.1206698,hospital,Monash Surgical Private
2611190987,-38.4493929,145.2371612,hospital,
2678679360,-37.7568145,144.9717135,hospital,Brunswick Private Hospital
3790049233,-38.021958,145.954129,hospital,Neerim District Soldiers Memorial Hospital
3818420288,-38.1379457,141.624074,hospital,Heywood Rural Health
3902455806,-37.723615,144.8065555,hospital,Keilor Downs Surgery
4214963285,-37.0519115,144.2123435,hospital,Mt Alexander Hospital
4215016840,-36.315573,145.0421803,hospital,Kyabram Hospital
4246233623,-37.9386663,145.2131512,hospital,The Valley Private Hospital
4524199980,-37.9752194,145.1859273,hospital,Chandler Road Medical Centre
4712754127,-37.7999274,144.9562153,hospital,Victorian Comprehensive Cancer Centre
4712755317,-37.8003879,144.9567852,hospital,Peter MacCallum Cancer Centre
4780137423,-37.7663129,144.9658061,hospital,
5127953776,-37.9523063,145.1773168,hospital,Davell Lodge
5215342570,-37.9676778,145.1738309,hospital,Noble Manor Aged Care
5302929934,-38.2238248,145.0419,hospital,The Bays Hospital
5326446022,-36.7492359,144.2801905,hospital,Emergency Department
5453073744,-36.1987616,147.9030593,hospital,"Upper Murray Health & Community Services, Corryong"
5819905796,-37.8774755,145.0241358,hospital,Orthodontist
6797577951,-36.4499902,142.0244485,hospital,Wimmera Health Care
7068030974,-37.8168201,144.9940109,hospital,Epworth Richmond Hospital
8072155250,-36.3629086,145.405138,hospital,Emergency Ward
9576622181,-37.7565429,145.351376,hospital,Yarra Ranges Health
9962857372,-37.8440747,145.2491055,hospital,Knox Day Hospital
10185268719,-37.9208967,145.1202487,hospital,Monash House
11041628116,-37.7873942,145.1328204,hospital,Doncaster Private Hospital
11392880233,-37.8969491,145.013902,hospital,Calvary Kooyong Bethlehem Hospital
4754494,-37.919689409374996,145.1230526203125,hospital,"Monash Medical Centre, Clayton Campus"
4787055,-37.80693042222222,145.25464177777775,hospital,Maroondah Hospital
5179320,-37.79874991515152,144.9555286939394,hospital,The Royal Melbourne Hospital
8655735,-37.81491274,145.11932084,hospital,Epworth Eastern Private Hospital
8655737,-37.8135274,145.11861448,hospital,Box Hill Hospital
9923714,-37.75427395,144.958844275,hospital,John Fawkner Private Hospital
19692048,-37.88658090769231,144.69935295384616,hospital,Werribee Mercy Hospital
22818905,-37.79947080526316,144.96493331052633,hospital,Royal Dental Hospital of Melbourne
24443980,-36.992834025,144.06366805,hospital,Maldon Hospital
24530691,-37.80644986,144.97443277999997,hospital,St Vincent's Hospital
24595717,-37.756369793333334,145.05916722666672,hospital,Austin Hospital
24690740,-37.758815258823525,144.81712060588234,hospital,Sunshine Hospital
25520531,-38.362887189999995,144.88479944000002,hospital,Rosebud Hospital
25583774,-37.79363051333334,144.94981881333334,hospital,Royal Children's Hospital
26037242,-37.748565575,144.88539914999998,hospital,Essendon Private Hospital
26807304,-37.052547828571434,144.2125738142857,hospital,Castlemaine Health
26830083,-37.7886321375,145.01245465,hospital,Thomas Embling Hospital
27164568,-36.36367198947368,145.40493737368422,hospital,Goulburn Valley Health (Shepparton)
27877701,-38.151278475,145.12899822916668,hospital,Frankston Hospital
28135555,-37.89864472105264,145.31446690526317,hospital,Angliss Hospital
28222442,-37.80829172000001,145.05256734999998,hospital,St George's Health Service
28738920,-37.955984852,145.07784808,hospital,Kingston Centre
28969758,-37.83321988666667,145.15602391333334,hospital,Eastern Health Blackburn
29548387,-37.81741884,144.99315923999998,hospital,Epworth Richmond Hospital
30409532,-38.15216761111112,144.36541889999998,hospital,Barwon Health - University Hospital Geelong
30929255,-37.97680061333333,145.21813518000002,hospital,Dandenong Hospital
30930361,-38.150909299999995,144.364022175,hospital,University Hospital Geelong - Building B
30967824,-37.754171975000006,145.04799994166666,hospital,Heidelberg Repatriation Hospital
31249152,-37.804629626315794,145.01605015263158,hospital,Caritas Christi Hospice
32920232,-37.8548897,144.99871315,hospital,The Avenue Hospital
32920650,-37.88230114117647,145.0171109764706,hospital,Caulfield Hospital
33298249,-37.79175732173913,144.88704119130432,hospital,Western Hospital
33479872,-37.861672672,145.033966604,hospital,Cabrini Hospital
33765043,-37.65308398709677,145.0141758483871,hospital,The Northern Hospital
34406728,-37.84857132285715,145.22555989714286,hospital,Wantirna Health
34587543,-37.869436712500004,145.0033347,hospital,Masada Private Hospital
34804621,-37.898090925,145.16043969999998,hospital,The Victorian Rehabilitation Centre
36024967,-37.8148469,144.99894545,hospital,The Melbourne Clinic
